30af1af0d183c57477cb65acfa723b1c,230330.0
2e8a45b51d705709bbbb6341e982a108,2323.0
737de440061d3ad01c399c3211623687,1631.0
b6b1924285075a6d6b99635be611485b,1373.0
c2e8839ba3374df26c61a38866d0b090,1359.0
b4e0f36ac91114637b0cc039654a8c85,1222.0
c041db0210205a893e931cb2e457753d,1143.0
1022f2862869de163b6fd749e1e09cc2,1131.0
7d90311e0a1803be7955634d73f95fa0,986.0
ca577860fc1864fb96867df85a6fe837,757.0
7d42063c402ae707a990ef9b4944253b,661.0
4e642d5d798bba396d198cc469b3c910,619.0
743d4a1b6041f6efccee4a6d0f11b310,600.0
7f08341fedc7144473503b4a180bc75e,561.0
a6774984547fd38b6088a825d2fea6a2,486.0
6587bd200d417a05af71b1d957ec7554,455.0
c3628a6c42164b1426011c818d119beb,403.0
cafdcfe7a77b2a35fd2df7fc10559807,337.0
8b4929a9f6abd1341dd12554414b7a82,266.0
3aee8391b6f046bf703474dfdb199f4e,259.0
67e9388d8ee7720bde18a98c177a5450,245.0
c83a84d44612e5818d2fa5c14d9ffdef,228.0
a2728432b3b793d84946e5b87de4ec58,180.0
c9edc01bd595015890fbecce5d8c14f6,160.0
0b95cd5022b6659da8ea66b8604b7d71,141.0
affbd8efcaf715c3f2afdc3018cffe21,139.0
b79b25b9a74e11822f6acb57f3a763ac,137.0
9b90f4ed79b2c826fe5a03cf59d533b7,136.0
ee238a8093561317bcd8dd0c1dd289b4,133.0
bd41fca699f2b025589db4179f0cae79,131.0
d6555a5070eee19aa98c8b9712d5473c,130.0
2b17887b7a13801a4c5bd38cef3cfce4,128.0
36fe5a69d81220caad18f232c42d1050,127.0
afa2e4ed5d3ae1f39b95e2678995c1ca,126.0
9ee401b98da95cf94d54ab39970cee32,117.0
83dfb57e37207b8c4812f8003b7bef33,117.0
c42c010e65d8cbe3265bda459e9ae644,113.0
c37ec7dae17dad695113bd03c0cc6ad5,112.0
ba5a0861655748e63c7e8735999fa04e,106.0
4980977536b2fd597eaf9cdc79e11008,103.0
71d6a71d4cda9cd0721d73bc6a1562af,101.0
eab2534d835acb2d228ddb076d56e3c3,97.0
fc09df84a463a4243ab02f512d104880,94.0
77dd8ac9ad63b1f073a99ecd5c50866b,93.0
20f676c9ee971d11eec6aefc1fd872b6,89.0
aa5b3c65dcc33f8627ba6461f1c652aa,86.0
7e4d69be99fad024c63a19878cbe1d6c,85.0
6627088c436007b27af4bc0ff4d5ee6e,81.0
717193e7b1801a7af34184acb27ffb7c,76.0
ccdcfb244c4466daf2f04860555ae83c,72.0
23167612e40830362784264741efa472,68.0
bc249e0b034ec3b6eae36d45b6d28a95,64.0
d9be523e657f0402a551f3708a20bf48,62.0
7f76ae010b588f477f2fc7d828e1dec5,59.0
3708782d7fea6030ee330d2c07520160,59.0
6d5329229b82e63c0f6037f8f3b6520c,57.0
622152dfefd9f976035349ebc84139ca,57.0
1b5401782d47c9cbb0dbaeeccf23ce73,54.0
