a78268c5e9edb43814f625ddc7d01638,53.0
2ba5760a909982fa51b3eca02b327d63,49.0
ff9c6806d6f3241ddbba8592292e4b96,48.0
aea1b2aead4c799ce477cbd9b512cac4,47.0
bad8e1f9506f297c1ec2f7cb5bc694ae,47.0
de6da868b0c0ef80debd43aac9c84730,45.0
bf49a0976393f5a1a9f1bbf5eb833345,44.0
0339c29a6bbdab365b2b627adf6a9625,43.0
6c06a142eaa95f58d1cbc920a6cb3525,42.0
693eb8c754d12f2146c72d727ea53a35,40.0
ced671c86576101750daa07814dba31e,38.0
9e725bd5c52482d95f38297752118822,38.0
eba2361aed1d2b7e75366e086ff0e898,38.0
f85b30a8926b7fa1494026a6ab6188a9,37.0
264f084b5d3d181138f46a9d240c97e3,35.0
7fb689b3e288c85e0c4b04d27e3daaad,35.0
ddc46501d2272321433e41dd643810bf,35.0
05e44d552dd6efec556f372b835d20fe,35.0
205f3913917ec121dec497b3c41360e7,35.0
79620b3824198c7b2c9764a8ca08af76,35.0
95e00f02b83ced3fa29b60def51dd160,34.0
aa0429683020b09b95c1d71d23fc5352,34.0
96cc15f00e0ee1ed2781115fca6226a9,34.0
0d71140a7bdfca73f779c3e18ddc48ce,33.0
a52b768e95545b0da9193e12c7716337,31.0
3a987509f9d093ed475e8a53da5e5d7f,30.0
6d6eedcad194dfa7e3ac321e1e62755f,30.0
599d15cfdeb230f7cefe5c54b1555f4c,29.0
049fe9bf508929157161cb9ccd2976b0,28.0
35becbba2766973c44762f3a7a4231c6,27.0
53bec6d7a8296c169f50b04310744ec4,27.0
f3a326eebb727dab56c39288b047c18d,27.0
f5d164557840816603d9fa7e27f7f010,27.0
1a7a29b8b29d42f0e9cb42ed13f37c5e,27.0
01c25ddcd94b48da4c2b6e58deeb140c,27.0
8c868f0a3001c4a09cb983e28d9bf8ee,26.0
1d349a92248508dba15f9942565f0dd8,26.0
d802b767ed05d84ffc7dfdf550ed2001,25.0
f25aaba1475603799af95a837ba4b6d1,24.0
cc040d26442f5ccfb3d11ce07b124fef,23.0
f481707f44e31066ab1f59e8707cdfc0,23.0
cfa658d5aecc633349eb46f3ebb5f85d,22.0
9873adfb1953fb254c3c03da684832ae,22.0
746c797891394c5b059b3f7c41b709b1,22.0
7a74db8f0d8001d6dc74fddd3189fddb,22.0
65b212dcd553a3d9fd38653090be3caf,21.0
f07c68cad1d2423baf9ebd1743f2d994,21.0
c2c089fc284e503b000bbe40b7358e5b,21.0
2235d51b8752a72c19902fc6768f29bc,21.0
a11a99851c88c1181d5dff483181aa13,20.0
8d989aadee8ed32a0ddef698e3106884,20.0
054605aa531ba3da9618462bd3e4c916,20.0
2c6de1c9fc163b7799dc7848a2c72ba0,19.0
5378653a6d79db80fca6b6b3f9574319,19.0
9867b19c4a442f8781415f8cb466b2e9,19.0
b02fb140ee05cb96efa19edb5942a0a9,19.0
46b6294db06685d439cb0440a5b706fe,19.0
8182e51c46bdf811c56c6dba8bbbc443,18.0
a4eb3830f95a3eef064f221fd1d3c8f7,17.0
2f8ce35170308a1ee3c9925cfe046b96,17.0
70923287cba19afe6ebe87e515ad22d5,16.0
4638f045807f48ed73f8ab949b9e32f7,16.0
37d4e4dcb39a34d2614ba92e459a30ff,16.0
417beaa6a84b8fcb856c1ac01c8cbb47,16.0
a34bc33e3335ee21d105b6c7d5e24b88,15.0
6206c2ceedaab57e8e5507180a87f220,15.0
3dd0b300b4c9f677370d774cdfdb8cdf,14.0
2ee6818f45b019dc851bb7b177f5fff0,14.0
d970c094b32eb5e04017a94fdcd5d0a2,13.0
d9c225e928e808e0bfa3e6a39c0efdac,12.0
33ff05824271799728ec5979468bac1b,12.0
21e0a7e497d189fe97055fefd8a5418e,11.0
008f4872ecc1f858606697be672ea3dd,11.0
e80baa33a5d83b43fe211fc3af2fe3ee,11.0
265c22cbb04105f1c18c3beead4360fc,10.0
0691b6fa4196e5744052541762bf0ce5,10.0
af1cef84397ddd6d602a7781871521fa,10.0
6511498de07b5c0b1e3b497c2f059e0c,10.0
d1796c74cdb8267db7eb6e166f5a5827,9.0
fb4ea3fa3701efa182138e3b63fc7fd5,9.0
266e782fe682ffb269f724c876213da9,9.0
e37a698c04c340590431d5e6a5e14273,9.0
a936a6ff22feca535599db9fd05f32cc,9.0
f9bbf8345a5ad3ea4d53a292f0e1e164,9.0
433b289308f14feb7678c2d93d0ed4e5,9.0
ee008ad7fe68e8b24fbba21262fcd318,8.0
c57467d84acf5bca2accf9e4ec5c57cc,8.0
6ebb266ce2c55d1009fd4985aeefcfb6,8.0
6d1fd97d624eeb4797ed395c2eb7d7f4,8.0
e64fcb036237d12ba4e7ddaecdf99808,8.0
8d2e1a25aa8d2a82ad07e0cacf3b148a,8.0
1f4c94bb9635b2a638e08d816092b7ca,8.0
9608a6d9d21d0e5b475c90adee2c05ed,8.0
9af5f56a2e1f769808c5cdb0d428b5d7,8.0
f447ebf6f8348d7728a252c5b49d88f4,8.0
df1eec818f42c307f47a596321b17557,8.0
c073a0eb632be54371ee427c06505843,8.0
a12e0c50074316a111c12e89205e69d3,7.0
17b23594ebc5d7a1c4fece95e339e7d0,7.0
a626d5b67e06f9be8a766b5066832169,7.0
9122f1e60b5542577f32636cdae50868,7.0
0c6a73ab35ccd937cb597f1c0550d420,7.0
ef3165aee57659ba300bd7d610c28a42,7.0
ac2095e404dfc3cc6903905851aa8bbb,7.0
2f3c5deb100bd7941ce6454a50ff6f00,6.0
9eb439deb53ca64064ee3a57bf0e52e9,6.0
4c10beba0f1e4babde0c1ab8fe44b18d,6.0
e7e1d94fc4a0888c6092417d85a9013c,6.0
9dbabb718612cc80b3e8ea09dfc81de1,6.0
c38204e93fdb4ff66c252e4c95e95648,6.0
1fc52302db48eded24d734cebf7fd09c,6.0
13a50e8de20e4f3958b130abe0310d64,6.0
0d1a77dbacee20e420317664f81c2b3c,6.0
8d9f7322698079fbb92edc04b8e0465d,5.0
5f21014e3394d51e6041ab242abb6bf6,5.0
8800aa286be3aa4dfd32d8a1e0162500,5.0
736d3ee7dd58b1a436b74896f1fe2404,5.0
4da56fbb053edc75d42749f0ec2af927,5.0
5ee02767d274d115bff40958fe36bab6,5.0
5e7c460af9e79105b6ec81e051e34cec,5.0
64354bbd921558dd9baccdcba13cdb87,5.0
161692dc31d88820af88c19395409465,5.0
f2676f8bb0613e875243ccad6ca55359,5.0
f8e654796f506ed01b259bf147827f26,5.0
f86dd02534bba38a8aea8149e31b6661,5.0
5c63243d824651fb523eec639a73a43f,5.0
bb631f11950298bf3ccc7aa8a297ae39,5.0
4daa3d8bd366466416715ba5775138f5,5.0
79b00e61baa5c9513192bcd17a701516,5.0
799dc398c1824453e0a93cc6407cd56b,5.0
ee960d8a8bf9debab5973df6fcccdd3d,4.0
0375ee168bbfee596c9a9ca5955a9d62,4.0
35f9c12073def5187ce69335f8988e36,4.0
1a738e7544f33240bc1823f317acadf9,4.0
6eaddfa9472841d49c77da4da6a0078c,4.0
d2dcf38ecf3cff632526d6f0797de0c9,4.0
1d1357baba6e59a4272372fbe7ff9e77,4.0
97f0a3501910370991c6795fb16c836d,4.0
6f0aab71563892a5bff8df6e71c0ed96,4.0
885e3aa17137acd6a58f76132b0e7a9d,4.0
f54fec187fcfc2f4a1eb959c151eccea,4.0
d313c5425bc6d111e9dd2fe1d3f8168a,4.0
e0da343a57710bdb3e7c49d6620ebdb1,4.0
fb446240003d3def3c4371e98ce03eb6,4.0
203f96947258b5a46b4dde92e386e054,4.0
7979b3f93385f4bb3a0c481dfe6ff199,4.0
d88cf076eeac6537b6852203cb170fe1,4.0
16460f818fa81bca468426e679e8cffe,4.0
b81fb447a9258029b05896a06214b1e2,4.0
1250067ee1d4a252e0caef9c585ace14,4.0
339d0730bfd2746e77a75c940160abbf,4.0
c6aa83d07da5ff4c7667984a6a8e9711,4.0
bb063dfc82703a522ce8c9e448c6c91c,3.0
f879289cd89770ce7753a51bf0203531,3.0
5182bff7f420511ea351d8263a05dd0b,3.0
7cdfea6452275160d0c52b4982246756,3.0
8f1815d7df733e8d75ead938fb135670,3.0
8f494d0053e48501ab5f4191e331b683,3.0
a55e2cf61ab9db9d1f83b160204e2664,3.0
aa30f6bbc6e2884aa431f8c1dd8cb172,3.0
27ade5ed1268df8d0700ee05ca75a4dd,3.0
8abcfa99856142fb7cb219e7025eda3a,3.0
91cf99efe2ee09a217acca1a6e25f70b,3.0
efd8e66f051e1d63e60f74e40233d254,3.0
80001050fd8bbf3078ada549a8e8992c,3.0
afb975a1d8bfca160f982a0bb57456c0,3.0
8f73d3cb5998852226f0d20374673915,3.0
b3780eff45e85df6fa6f0fb69c8b5c46,3.0
c91b3135abc442ff2578812a535f0d47,3.0
b07c6ffb27511b254672a34abc24ae8d,3.0
14f0538027dfa5fb2b7043ccfead7e21,3.0
dc6f0c1b56030080e58d2459730dc630,3.0
d9454080a994d48d60ae4ffe6d923172,3.0
c7693392ce5789daae9bbc34464f6fac,3.0
f08e01cade571311fa66a52cdfe9da73,3.0
4d5e8ca4128c2cea22ade065408e901f,2.0
44b33990baa1aac6cafbef576a878137,2.0
c23f36ff2be15679b0c1c7fc3d5d7a9b,2.0
d67b3d156b7f2edcebb9c33090a1e274,2.0
573c0df57872a3cf07fa242bf3d5909d,2.0
df9cfb68f89df960e9a7b742fd4c76fa,2.0
47fd6793f24872723fd677e2e2e60124,2.0
34a7f5ec19200ed268157903d522a834,2.0
895f880f7e46dbdea415a95b3db2403f,2.0
da295c832e44cbe2f2273388d260fbce,2.0
36cb51f07a04ce73af19ade6183701f5,2.0
fa7f2a78fcc5912bdbd46bb22c8cff55,2.0
f7319e3ae5805c745b5c8991cafbc4cf,2.0
0323d03bc57740c7ffedc250903c875e,2.0
9db0ebdf5a15a8d239d070046db59118,2.0
7696d43de5565868b3b5d5cb96cd7a9d,2.0
c881b0298eb69b891045ebe631de8b61,2.0
c309b03343d5cc254f8d1000be8ee9ed,2.0
b3c25d3d58403b2cfdb25bf68903ceee,2.0
f259563d1a0cba0ab357ad294352f290,2.0
e3dbfcabdb768afed6ae8fcfdc97ec63,2.0
e5763ae011de8a4fe1d4e6ad23c694ff,2.0
